STATION,DATE,PRCP,, Value
SF000066120,2/26/1971,0,,0.463
SF000066120,2/27/1971,0.06,,0.439
SF000066120,2/28/1971,0.08,,0.414
SF000066120,3/1/1971,0.12,,0.399
SF000066120,3/2/1971,0,,0.392
SF000066120,3/3/1971,0,,0.404
SF000066120,3/4/1971,0,,0.301
SF000066120,3/5/1971,0,,0.265
SF000066120,3/6/1971,0,,0.265
SF000066120,3/7/1971,0,,0.265
SF000066120,3/8/1971,0,,0.265
SF000066120,3/9/1971,0,,0.265
SF000066120,3/10/1971,0,,0.265
SF000066120,3/11/1971,0,,0.263
SF000066120,3/12/1971,0,,0.374
SF000066120,3/13/1971,0,,0.498
SF000066120,3/14/1971,0,,1.484
SF000066120,3/15/1971,0,,2.323
SF000066120,3/16/1971,0,,2.032
SF000066120,3/17/1971,0.14,,1.53
SF000066120,3/18/1971,0.18,,1.285
SF000066120,3/19/1971,0,,1.74
SF000066120,3/20/1971,0,,1.517
SF000066120,3/21/1971,0,,1.135
SF000066120,3/22/1971,0.14,,1.02
SF000066120,3/23/1971,0,,1.03
SF000066120,3/24/1971,0.02,,2.285
SF000066120,3/25/1971,0,,2.877
SF000066120,3/26/1971,0,,2.21
SF000066120,3/27/1971,0,,1.712
SF000066120,3/28/1971,0.01,,1.465
SF000066120,3/29/1971,0,,1.509
SF000066120,3/30/1971,0,,6.129
SF000066120,3/31/1971,0,,15.886
SF000066120,4/1/1971,0,,9.372
SF000066120,4/2/1971,0,,5.504
SF000066120,4/3/1971,0,,3.892
SF000066120,4/4/1971,0.03,,3.106
SF000066120,4/5/1971,0.01,,2.529
SF000066120,4/6/1971,0,,2.189
SF000066120,4/7/1971,0,,1.845
SF000066120,4/8/1971,0,,1.648
SF000066120,4/9/1971,0,,2.09
SF000066120,4/10/1971,0.07,,7.218
SF000066120,4/11/1971,0,,12.585
SF000066120,4/12/1971,0,,7.313
SF000066120,4/13/1971,0,,4.865
SF000066120,4/14/1971,0,,3.497
SF000066120,4/15/1971,0,,2.664
SF000066120,4/16/1971,0,,2.188
SF000066120,4/17/1971,0,,1.849
SF000066120,4/18/1971,0,,1.63
SF000066120,4/19/1971,0,,1.538
SF000066120,4/20/1971,0,,1.482
SF000066120,4/21/1971,0,,1.378
SF000066120,4/22/1971,0,,1.283
SF000066120,4/23/1971,0,,1.231
SF000066120,4/24/1971,0,,1.516
SF000066120,4/25/1971,0,,4.823
SF000066120,4/26/1971,0,,4.323
SF000066120,4/27/1971,0,,2.975
SF000066120,4/28/1971,0,,2.336
SF000066120,4/29/1971,0,,2.224
SF000066120,4/30/1971,0.08,,4.671
SF000066120,5/1/1971,0,,4.676
SF000066120,5/2/1971,0,,3.176
SF000066120,5/3/1971,0,,2.361
SF000066120,5/4/1971,0,,1.987
SF000066120,5/5/1971,0,,1.831
SF000066120,5/6/1971,0,,1.679
SF000066120,5/7/1971,0,,1.562
SF000066120,5/8/1971,0,,1.562
SF000066120,5/9/1971,0,,2.601
SF000066120,5/10/1971,0.13,,2.227
SF000066120,5/11/1971,0,,1.807
SF000066120,5/12/1971,0,,1.67
SF000066120,5/13/1971,0,,1.732
SF000066120,5/14/1971,0.12,,1.606
SF000066120,5/15/1971,0,,1.452
SF000066120,5/16/1971,0,,1.672
SF000066120,5/17/1971,0,,3.164
SF000066120,5/18/1971,0.13,,11.84
SF000066120,5/19/1971,1.1,,17.879
SF000066120,5/20/1971,0,,15.231
SF000066120,5/21/1971,0,,9.826
SF000066120,5/22/1971,0,,6.719
SF000066120,5/23/1971,0,,5.279
SF000066120,5/24/1971,0,,4.769
SF000066120,5/25/1971,0,,4.014
SF000066120,5/26/1971,0.03,,3.405
SF000066120,5/27/1971,0.04,,4.141
SF000066120,5/28/1971,0,,4.637
SF000066120,5/29/1971,0,,3.619
SF000066120,5/30/1971,0,,3.001
SF000066120,5/31/1971,0,,2.714
SF000066120,6/1/1971,0,,2.407
SF000066120,6/2/1971,0,,2.1
SF000066120,6/3/1971,0,,1.846
SF000066120,6/4/1971,0,,1.709
SF000066120,6/5/1971,0,,1.758
SF000066120,6/6/1971,0,,1.549
SF000066120,6/7/1971,0,,1.52
SF000066120,6/8/1971,0,,2.674
SF000066120,6/9/1971,0,,3.888
SF000066120,6/10/1971,0,,3.04
SF000066120,6/11/1971,0.13,,2.502
SF000066120,6/12/1971,0,,2.163
SF000066120,6/13/1971,0,,2
SF000066120,6/14/1971,0.51,,1.917
SF000066120,6/15/1971,0.07,,1.745
SF000066120,6/16/1971,0,,1.57
SF000066120,6/17/1971,0,,1.346
SF000066120,6/18/1971,0.22,,1.218
SF000066120,6/19/1971,0,,1.164
SF000066120,6/20/1971,0.26,,1.219
SF000066120,6/21/1971,0.01,,1.901
SF000066120,6/22/1971,0,,2.62
SF000066120,6/23/1971,0.62,,2.498
SF000066120,6/24/1971,0,,2.237
SF000066120,6/25/1971,0,,2.035
SF000066120,6/26/1971,0,,1.845
SF000066120,6/27/1971,0,,1.667
SF000066120,6/28/1971,0,,1.496
SF000066120,6/29/1971,0,,1.332
SF000066120,6/30/1971,0.18,,1.175
SF000066120,7/1/1971,0.12,,1.036
SF000066120,7/2/1971,0.22,,0.993
SF000066120,7/3/1971,0.3,,0.97
SF000066120,7/4/1971,0,,0.945
SF000066120,7/5/1971,0,,0.922
SF000066120,7/6/1971,0,,0.898
SF000066120,7/7/1971,0.03,,0.868
SF000066120,7/8/1971,0.08,,1.13
SF000066120,7/9/1971,0.13,,2.119
SF000066120,7/10/1971,0,,1.58
SF000066120,7/11/1971,0,,1.278
SF000066120,7/12/1971,0,,1.107
SF000066120,7/13/1971,0,,0.977
SF000066120,7/14/1971,0,,0.863
SF000066120,7/15/1971,0.49,,0.781
SF000066120,7/16/1971,0,,0.765
SF000066120,7/17/1971,0,,0.75
SF000066120,7/18/1971,0,,0.811
SF000066120,7/19/1971,0,,1.177
SF000066120,7/20/1971,0,,1.662
SF000066120,7/21/1971,0,,1.389
SF000066120,7/22/1971,0,,1.1
SF000066120,7/23/1971,0,,0.996
SF000066120,7/24/1971,0,,0.933
SF000066120,7/25/1971,0.31,,0.824
SF000066120,7/26/1971,0,,0.735
SF000066120,7/27/1971,0,,0.71
SF000066120,7/28/1971,0,,0.679
SF000066120,7/29/1971,0,,0.677
SF000066120,7/30/1971,0.04,,0.72
SF000066120,7/31/1971,0.16,,0.712
SF000066120,8/1/1971,0.16,,0.67
SF000066120,8/2/1971,0.14,,0.616
SF000066120,8/3/1971,0,,0.571
SF000066120,8/4/1971,0,,0.529
SF000066120,8/5/1971,0.01,,0.418
SF000066120,8/6/1971,0.01,,0.37
SF000066120,8/7/1971,0,,0.326
SF000066120,8/8/1971,0,,0.314
SF000066120,8/9/1971,0,,0.307
SF000066120,8/10/1971,0,,0.301
SF000066120,8/11/1971,0,,0.309
SF000066120,8/12/1971,0,,1.125
SF000066120,8/13/1971,0,,7.312
SF000066120,8/14/1971,0,,12.251
SF000066120,8/15/1971,0.1,,6.526
SF000066120,8/16/1971,0.49,,5.212
SF000066120,8/17/1971,0,,4.446
SF000066120,8/18/1971,0.18,,2.929
SF000066120,8/19/1971,1.52,,2.158
SF000066120,8/20/1971,0.1,,1.716
SF000066120,8/21/1971,0.26,,1.435
SF000066120,8/22/1971,0.69,,1.255
SF000066120,8/23/1971,0,,1.096
SF000066120,8/24/1971,0,,0.982
SF000066120,8/25/1971,0,,0.913
SF000066120,8/26/1971,0,,0.851
SF000066120,8/27/1971,0,,0.838
SF000066120,8/28/1971,0,,1.398
SF000066120,8/29/1971,0,,2.356
SF000066120,8/30/1971,0.09,,1.664
SF000066120,8/31/1971,0.05,,1.256
SF000066120,9/1/1971,0,,1.035
SF000066120,9/2/1971,0,,0.9
SF000066120,9/3/1971,0.25,,0.814
SF000066120,9/4/1971,0,,0.734
SF000066120,9/5/1971,0.16,,0.657
SF000066120,9/6/1971,0,,0.584
SF000066120,9/7/1971,0,,0.514
SF000066120,9/8/1971,0,,0.446
SF000066120,9/9/1971,0,,0.344
SF000066120,9/10/1971,0,,0.293
SF000066120,9/11/1971,0,,0.258
SF000066120,9/12/1971,0,,0.218
SF000066120,9/13/1971,0,,0.166
SF000066120,9/14/1971,0,,0.154
SF000066120,9/15/1971,0,,0.147
SF000066120,9/16/1971,0,,0.123
SF000066120,9/17/1971,0,,0.102
SF000066120,9/18/1971,0,,0.089
SF000066120,9/19/1971,0,,0.068
SF000066120,9/20/1971,0,,0.059
SF000066120,9/21/1971,0,,0.054
SF000066120,9/22/1971,0,,0.051
SF000066120,9/23/1971,0,,0.042
SF000066120,9/24/1971,0,,0.036
SF000066120,9/25/1971,0,,0.032
SF000066120,9/26/1971,0.02,,0.027
SF000066120,9/27/1971,0.02,,0.023
SF000066120,9/28/1971,0,,0.018
SF000066120,9/29/1971,0,,0.014
SF000066120,9/30/1971,0,,0.011
SF000066120,10/1/1971,0,,0.007
SF000066120,10/2/1971,0,,0.006
SF000066120,10/3/1971,0,,0.006
SF000066120,10/4/1971,0,,0.005
SF000066120,10/5/1971,0,,0.005
SF000066120,10/6/1971,0,,0.004
SF000066120,10/7/1971,0,,0.004
SF000066120,10/8/1971,0,,0.003
SF000066120,10/9/1971,0,,0.003
SF000066120,10/10/1971,0,,0.003
SF000066120,10/11/1971,0,,0.003
SF000066120,10/12/1971,0,,0.003
SF000066120,10/13/1971,0,,0.003
SF000066120,10/14/1971,0,,0.003
SF000066120,10/15/1971,0.09,,0.003
SF000066120,10/16/1971,0.04,,0.003
SF000066120,10/17/1971,0,,0.003
SF000066120,10/18/1971,0,,0.003
SF000066120,10/19/1971,0,,0.003
SF000066120,10/20/1971,0,,0.003
SF000066120,10/21/1971,0.02,,0.003
SF000066120,10/22/1971,0.47,,0.003
SF000066120,10/23/1971,0,,0.003
SF000066120,10/24/1971,0,,0.003
SF000066120,10/25/1971,0,,0.003
SF000066120,10/26/1971,0,,0.003
SF000066120,10/27/1971,0,,0.003
SF000066120,10/28/1971,0,,0.003
SF000066120,10/29/1971,0,,0.003
SF000066120,10/30/1971,0,,0.003
SF000066120,10/31/1971,0.02,,0.003
SF000066120,11/1/1971,0,,0.003
SF000066120,11/2/1971,1.06,,0.003
SF000066120,11/3/1971,0.37,,0.003
SF000066120,11/4/1971,0,,0.003
SF000066120,11/5/1971,0.08,,0.003
SF000066120,11/6/1971,0,,0.003
SF000066120,11/7/1971,0,,0.003
SF000066120,11/8/1971,0,,0.003
SF000066120,11/9/1971,0,,0.003
SF000066120,11/10/1971,0,,0.003
SF000066120,11/11/1971,0,,0.003
SF000066120,11/12/1971,0.05,,0.003
SF000066120,11/13/1971,0,,0.003
SF000066120,11/14/1971,0.22,,0.003
SF000066120,11/15/1971,0.14,,0.003
SF000066120,11/16/1971,0,,0.003
SF000066120,11/17/1971,0,,0.003
SF000066120,11/18/1971,0,,0.003
