STATION,DATE,PRCP,, Value
SF000341210,3/25/1970,0,,0.224
SF000341210,3/26/1970,0,,0.224
SF000341210,3/27/1970,0,,0.224
SF000341210,3/28/1970,0,,0.224
SF000341210,3/29/1970,0,,0.224
SF000341210,3/30/1970,0,,0.222
SF000341210,3/31/1970,0,,0.213
SF000341210,4/1/1970,0,,0.315
SF000341210,4/2/1970,0,,0.485
SF000341210,4/3/1970,0,,0.533
SF000341210,4/4/1970,0,,0.819
SF000341210,4/5/1970,0,,0.98
SF000341210,4/6/1970,0,,0.775
SF000341210,4/7/1970,0,,0.663
SF000341210,4/8/1970,0,,0.604
SF000341210,4/9/1970,0,,0.699
SF000341210,4/10/1970,0,,0.684
SF000341210,4/11/1970,0,,0.738
SF000341210,4/12/1970,0,,0.753
SF000341210,4/13/1970,0,,0.69
SF000341210,4/14/1970,0,,0.637
SF000341210,4/15/1970,0,,0.595
SF000341210,4/16/1970,0,,0.553
SF000341210,4/17/1970,0,,0.513
SF000341210,4/18/1970,0,,0.474
SF000341210,4/19/1970,0,,0.436
SF000341210,4/20/1970,0,,0.403
SF000341210,4/21/1970,0,,0.391
SF000341210,4/22/1970,0,,0.381
SF000341210,4/23/1970,0,,0.37
SF000341210,4/24/1970,0,,0.36
SF000341210,4/25/1970,0,,0.35
SF000341210,4/26/1970,0,,0.34
SF000341210,4/27/1970,0,,0.331
SF000341210,4/28/1970,0,,0.324
SF000341210,4/29/1970,0,,0.318
SF000341210,4/30/1970,0,,0.311
SF000341210,5/1/1970,0.15,,0.305
SF000341210,5/2/1970,0,,0.299
SF000341210,5/3/1970,0,,0.292
SF000341210,5/4/1970,0,,0.286
SF000341210,5/5/1970,0,,0.281
SF000341210,5/6/1970,0.03,,0.275
SF000341210,5/7/1970,0,,0.269
SF000341210,5/8/1970,0,,0.264
SF000341210,5/9/1970,0,,0.259
SF000341210,5/10/1970,0,,0.253
SF000341210,5/11/1970,0,,0.248
SF000341210,5/12/1970,0,,0.244
SF000341210,5/13/1970,0,,0.241
SF000341210,5/14/1970,0,,0.237
SF000341210,5/15/1970,0,,0.234
SF000341210,5/16/1970,0,,0.23
SF000341210,5/17/1970,0,,0.227
SF000341210,5/18/1970,0.05,,0.224
SF000341210,5/19/1970,0,,0.221
SF000341210,5/20/1970,0,,0.219
SF000341210,5/21/1970,0,,0.216
SF000341210,5/22/1970,0,,0.214
SF000341210,5/23/1970,0,,0.191
SF000341210,5/24/1970,0,,0.187
SF000341210,5/25/1970,0,,0.199
SF000341210,5/26/1970,0,,0.2
SF000341210,5/27/1970,0,,0.361
SF000341210,5/28/1970,0,,2.773
SF000341210,5/29/1970,0,,5.969
SF000341210,5/30/1970,0,,3.954
SF000341210,5/31/1970,0,,2.522
SF000341210,6/1/1970,0,,1.826
SF000341210,6/2/1970,0,,1.491
SF000341210,6/3/1970,0,,1.247
SF000341210,6/4/1970,0,,1.05
SF000341210,6/5/1970,0,,0.999
SF000341210,6/6/1970,0,,0.951
SF000341210,6/7/1970,0.13,,0.806
SF000341210,6/8/1970,0,,0.716
SF000341210,6/9/1970,0,,0.651
SF000341210,6/10/1970,0,,0.595
SF000341210,6/11/1970,0,,0.534
SF000341210,6/12/1970,0,,0.494
SF000341210,6/13/1970,0,,0.472
SF000341210,6/14/1970,0,,0.451
SF000341210,6/15/1970,0,,0.419
SF000341210,6/16/1970,0,,0.379
SF000341210,6/17/1970,0,,5.591
SF000341210,6/18/1970,0,,3.896
SF000341210,6/19/1970,0,,2.242
SF000341210,6/20/1970,0,,1.391
SF000341210,6/21/1970,0,,1.003
SF000341210,6/22/1970,0,,2.702
SF000341210,6/23/1970,0,,2.654
SF000341210,6/24/1970,0,,1.638
SF000341210,6/25/1970,0,,1.22
SF000341210,6/26/1970,0,,0.958
SF000341210,6/27/1970,0.06,,0.764
SF000341210,6/28/1970,0,,0.627
SF000341210,6/29/1970,0,,0.556
SF000341210,6/30/1970,0,,0.619
SF000341210,7/1/1970,0,,8.74
SF000341210,7/2/1970,0,,76.405
SF000341210,7/3/1970,0,,40.827
SF000341210,7/4/1970,0,,17.352
SF000341210,7/5/1970,0,,10.526
SF000341210,7/6/1970,0,,14.877
SF000341210,7/7/1970,0,,17.378
SF000341210,7/8/1970,0,,10.662
SF000341210,7/9/1970,0,,6.761
SF000341210,7/10/1970,0,,4.862
SF000341210,7/11/1970,0,,3.917
SF000341210,7/12/1970,0,,3.212
SF000341210,7/13/1970,0,,2.782
SF000341210,7/14/1970,0,,2.409
SF000341210,7/15/1970,0,,2.064
SF000341210,7/16/1970,0,,1.762
SF000341210,7/17/1970,0,,1.607
SF000341210,7/18/1970,0,,1.507
SF000341210,7/19/1970,0,,1.424
SF000341210,7/20/1970,0,,1.252
SF000341210,7/21/1970,0,,1.129
SF000341210,7/22/1970,0,,1.046
SF000341210,7/23/1970,0,,0.966
SF000341210,7/24/1970,0,,0.916
SF000341210,7/25/1970,0,,0.886
SF000341210,7/26/1970,0,,0.857
SF000341210,7/27/1970,0,,0.825
SF000341210,7/28/1970,0,,0.785
SF000341210,7/29/1970,0,,0.745
SF000341210,7/30/1970,0,,0.705
SF000341210,7/31/1970,0,,0.667
SF000341210,8/1/1970,0,,0.629
SF000341210,8/2/1970,0.16,,0.591
SF000341210,8/3/1970,0,,0.575
SF000341210,8/4/1970,0,,0.614
SF000341210,8/5/1970,0,,0.627
SF000341210,8/6/1970,0,,0.64
SF000341210,8/7/1970,0,,0.652
SF000341210,8/8/1970,0,,0.635
SF000341210,8/9/1970,0,,0.573
SF000341210,8/10/1970,0,,0.542
SF000341210,8/11/1970,0,,0.522
SF000341210,8/12/1970,0,,0.504
SF000341210,8/13/1970,0,,0.486
SF000341210,8/14/1970,0,,0.468
SF000341210,8/15/1970,0,,0.451
SF000341210,8/16/1970,0,,0.433
SF000341210,8/17/1970,0,,0.419
SF000341210,8/18/1970,0,,0.417
SF000341210,8/19/1970,0,,0.417
SF000341210,8/20/1970,0,,0.417
SF000341210,8/21/1970,0,,0.535
SF000341210,8/22/1970,0,,4.979
SF000341210,8/23/1970,0,,91.507
SF000341210,8/24/1970,0,,45.291
SF000341210,8/25/1970,0.3,,13.415
SF000341210,8/26/1970,0,,6.901
SF000341210,8/27/1970,0.82,,3.712
SF000341210,8/28/1970,0,,2.258
SF000341210,8/29/1970,0,,1.499
SF000341210,8/30/1970,0,,1.075
SF000341210,8/31/1970,0,,0.867
SF000341210,9/1/1970,0.01,,0.757
SF000341210,9/2/1970,0,,0.681
SF000341210,9/3/1970,0,,0.595
SF000341210,9/4/1970,0,,0.525
SF000341210,9/5/1970,0,,0.488
SF000341210,9/6/1970,0,,0.453
SF000341210,9/7/1970,0,,0.42
SF000341210,9/8/1970,0,,0.398
SF000341210,9/9/1970,0,,0.378
SF000341210,9/10/1970,0,,0.359
SF000341210,9/11/1970,0,,0.34
SF000341210,9/12/1970,0,,0.322
SF000341210,9/13/1970,0,,0.304
SF000341210,9/14/1970,0,,0.288
SF000341210,9/15/1970,0,,0.287
SF000341210,9/16/1970,0,,0.291
SF000341210,9/17/1970,0,,0.316
SF000341210,9/18/1970,0,,0.282
SF000341210,9/19/1970,0,,0.269
SF000341210,9/20/1970,0,,0.255
SF000341210,9/21/1970,0,,0.237
SF000341210,9/22/1970,0,,0.23
SF000341210,9/23/1970,0,,0.225
SF000341210,9/24/1970,0,,0.22
SF000341210,9/25/1970,0,,0.215
SF000341210,9/26/1970,0,,0.21
SF000341210,9/27/1970,0,,0.205
SF000341210,9/28/1970,0,,0.214
SF000341210,9/29/1970,0.09,,0.28
SF000341210,9/30/1970,0,,0.29
SF000341210,10/1/1970,0,,0.652
SF000341210,10/2/1970,0,,0.569
SF000341210,10/3/1970,0,,0.474
SF000341210,10/4/1970,0,,0.393
SF000341210,10/5/1970,0,,0.342
SF000341210,10/6/1970,0.03,,0.289
SF000341210,10/7/1970,0.61,,0.266
SF000341210,10/8/1970,0.04,,0.268
SF000341210,10/9/1970,0,,0.269
SF000341210,10/10/1970,0,,0.271
SF000341210,10/11/1970,0.48,,0.272
SF000341210,10/12/1970,0.08,,0.272
SF000341210,10/13/1970,0,,0.266
SF000341210,10/14/1970,0,,0.259
SF000341210,10/15/1970,0,,0.252
SF000341210,10/16/1970,0,,0.245
SF000341210,10/17/1970,0,,0.238
SF000341210,10/18/1970,0,,0.231
SF000341210,10/19/1970,0,,0.226
SF000341210,10/20/1970,0,,0.236
SF000341210,10/21/1970,0,,2.672
SF000341210,10/22/1970,0,,6.055
SF000341210,10/23/1970,0,,2.92
SF000341210,10/24/1970,0,,1.792
SF000341210,10/25/1970,0,,1.329
SF000341210,10/26/1970,0,,1.492
SF000341210,10/27/1970,0,,1.386
SF000341210,10/28/1970,0,,1.189
SF000341210,10/29/1970,0,,0.839
SF000341210,10/30/1970,0,,0.67
SF000341210,10/31/1970,0,,0.563
SF000341210,11/1/1970,0,,0.473
SF000341210,11/2/1970,0,,0.416
SF000341210,11/3/1970,0,,0.382
SF000341210,11/4/1970,0,,0.351
SF000341210,11/5/1970,0,,0.321
SF000341210,11/6/1970,0,,0.291
SF000341210,11/7/1970,0,,0.263
SF000341210,11/8/1970,0,,0.236
SF000341210,11/9/1970,0,,0.214
SF000341210,11/10/1970,0,,0.208
SF000341210,11/11/1970,0,,0.205
SF000341210,11/12/1970,0,,0.202
SF000341210,11/13/1970,0.25,,0.198
SF000341210,11/14/1970,0,,0.195
SF000341210,11/15/1970,0,,0.192
SF000341210,11/16/1970,0,,0.187
SF000341210,11/17/1970,0,,0.175
SF000341210,11/18/1970,0,,0.163
SF000341210,11/19/1970,0,,0.151
SF000341210,11/20/1970,0,,0.139
SF000341210,11/21/1970,0,,0.127
SF000341210,11/22/1970,0,,0.116
SF000341210,11/23/1970,0,,0.105
SF000341210,11/24/1970,0,,0.092
SF000341210,11/25/1970,0,,0.082
SF000341210,11/26/1970,0,,0.089
SF000341210,11/27/1970,0,,0.089
SF000341210,11/28/1970,0,,0.089
SF000341210,11/29/1970,0,,0.089
SF000341210,11/30/1970,0,,0.09
SF000341210,12/1/1970,0,,0.097
SF000341210,12/2/1970,0,,0.104
SF000341210,12/3/1970,0,,0.158
SF000341210,12/4/1970,0.08,,0.17
SF000341210,12/5/1970,0.43,,0.14
SF000341210,12/6/1970,2.68,,0.112
SF000341210,12/7/1970,0,,0.09
SF000341210,12/8/1970,0,,0.084
SF000341210,12/9/1970,0,,0.08
SF000341210,12/10/1970,0,,0.076
SF000341210,12/11/1970,0,,0.072
SF000341210,12/12/1970,0,,0.069
SF000341210,12/13/1970,0,,0.065
SF000341210,12/14/1970,0,,0.061
SF000341210,12/15/1970,0,,0.059
SF000341210,12/16/1970,0,,0.056
SF000341210,12/17/1970,0,,0.054
SF000341210,12/18/1970,0,,0.052
SF000341210,12/19/1970,0.05,,0.048
SF000341210,12/20/1970,0,,0.062
SF000341210,12/21/1970,0,,0.078
SF000341210,12/22/1970,0,,0.08
SF000341210,12/23/1970,0,,0.082
SF000341210,12/24/1970,0,,0.096
SF000341210,12/25/1970,0,,0.089
SF000341210,12/26/1970,0,,0.085
SF000341210,12/27/1970,0,,0.093
SF000341210,12/28/1970,0,,24.143
SF000341210,12/29/1970,0,,8.88
SF000341210,12/30/1970,0,,3.159
SF000341210,12/31/1970,0,,1.597
SF000341210,1/1/1971,0,,0.923
SF000341210,1/2/1971,0,,0.637
SF000341210,1/3/1971,0,,0.468
SF000341210,1/4/1971,0,,0.495
SF000341210,1/5/1971,0,,0.381
SF000341210,1/6/1971,0,,0.393
SF000341210,1/7/1971,0,,0.338
SF000341210,1/8/1971,0,,0.405
SF000341210,1/9/1971,0.43,,0.757
SF000341210,1/10/1971,0,,0.581
SF000341210,1/11/1971,0,,0.439
SF000341210,1/12/1971,0,,0.39
SF000341210,1/13/1971,0,,0.353
SF000341210,1/14/1971,0,,0.317
SF000341210,1/15/1971,0,,0.283
SF000341210,1/16/1971,0,,0.249
SF000341210,1/17/1971,0,,0.218
SF000341210,1/18/1971,0,,0.19
SF000341210,1/19/1971,0,,0.176
SF000341210,1/20/1971,0,,1.509
SF000341210,1/21/1971,0,,1.183
SF000341210,1/22/1971,0,,0.649
SF000341210,1/23/1971,0,,0.414
SF000341210,1/24/1971,0,,0.343
SF000341210,1/25/1971,0.35,,0.306
SF000341210,1/26/1971,0,,0.295
SF000341210,1/27/1971,0,,0.287
SF000341210,1/28/1971,0.29,,0.279
SF000341210,1/29/1971,0,,0.271
SF000341210,1/30/1971,0,,0.264
SF000341210,1/31/1971,0,,0.256
SF000341210,2/1/1971,0,,0.248
SF000341210,2/2/1971,0,,0.24
SF000341210,2/3/1971,0,,0.231
SF000341210,2/4/1971,0,,0.222
SF000341210,2/5/1971,0,,0.214
SF000341210,2/6/1971,0,,0.206
SF000341210,2/7/1971,0,,0.354
SF000341210,2/8/1971,0,,0.397
SF000341210,2/9/1971,0,,0.365
SF000341210,2/10/1971,1.54,,0.333
SF000341210,2/11/1971,0,,0.301
SF000341210,2/12/1971,0,,0.271
SF000341210,2/13/1971,0,,0.241
SF000341210,2/14/1971,0,,0.213
SF000341210,2/15/1971,0,,0.19
SF000341210,2/16/1971,0,,0.18
SF000341210,2/17/1971,0,,0.172
SF000341210,2/18/1971,0,,0.165
SF000341210,2/19/1971,0.14,,0.157
SF000341210,2/20/1971,0,,0.15
SF000341210,2/21/1971,0,,0.143
SF000341210,2/22/1971,0,,0.136
SF000341210,2/23/1971,0,,0.136
SF000341210,2/24/1971,0.03,,0.136
SF000341210,2/25/1971,0,,0.136
SF000341210,2/26/1971,0,,0.136
SF000341210,2/27/1971,0,,0.136
SF000341210,2/28/1971,0,,0.136
SF000341210,3/1/1971,0,,0.136
SF000341210,3/2/1971,0,,0.14
SF000341210,3/3/1971,0,,0.145
SF000341210,3/4/1971,0,,0.149
SF000341210,3/5/1971,0,,0.154
SF000341210,3/6/1971,0,,0.158
SF000341210,3/7/1971,0,,0.163
SF000341210,3/8/1971,0,,0.166
SF000341210,3/9/1971,0,,0.165
SF000341210,3/10/1971,0,,0.163
SF000341210,3/11/1971,0,,0.162
SF000341210,3/12/1971,0,,0.16
SF000341210,3/13/1971,0,,0.158
SF000341210,3/14/1971,0.09,,0.162
SF000341210,3/15/1971,0.06,,0.42
SF000341210,3/16/1971,0.02,,0.655
SF000341210,3/17/1971,0,,1.156
SF000341210,3/18/1971,0.76,,1.11
SF000341210,3/19/1971,0.04,,0.809
SF000341210,3/20/1971,0,,0.666
SF000341210,3/21/1971,0,,0.546
SF000341210,3/22/1971,0.26,,0.449
SF000341210,3/23/1971,0.18,,0.413
SF000341210,3/24/1971,0,,0.382
SF000341210,3/25/1971,0,,0.353
SF000341210,3/26/1971,0,,0.325
SF000341210,3/27/1971,0,,0.297
SF000341210,3/28/1971,0,,0.27
SF000341210,3/29/1971,0,,0.25
SF000341210,3/30/1971,0,,0.25
SF000341210,3/31/1971,0,,0.252
SF000341210,4/1/1971,1.57,,0.254
SF000341210,4/2/1971,0.09,,0.256
SF000341210,4/3/1971,0.1,,0.258
SF000341210,4/4/1971,0.2,,0.259
SF000341210,4/5/1971,1.75,,0.271
SF000341210,4/6/1971,0,,0.313
SF000341210,4/7/1971,0,,0.357
SF000341210,4/8/1971,0,,0.385
SF000341210,4/9/1971,0,,0.447
SF000341210,4/10/1971,0,,0.774
SF000341210,4/11/1971,0,,0.689
SF000341210,4/12/1971,0,,0.559
SF000341210,4/13/1971,0,,0.518
SF000341210,4/14/1971,0,,0.484
SF000341210,4/15/1971,0,,0.451
SF000341210,4/16/1971,0,,0.418
SF000341210,4/17/1971,0,,0.387
SF000341210,4/18/1971,0,,0.356
SF000341210,4/19/1971,0,,0.331
SF000341210,4/20/1971,0,,0.321
SF000341210,4/21/1971,0,,0.313
SF000341210,4/22/1971,0,,0.305
SF000341210,4/23/1971,0,,0.296
SF000341210,4/24/1971,0,,0.288
SF000341210,4/25/1971,0,,0.28
SF000341210,4/26/1971,0,,0.276
SF000341210,4/27/1971,0,,0.285
SF000341210,4/28/1971,0,,0.294
SF000341210,4/29/1971,0,,0.304
SF000341210,4/30/1971,0,,0.313
SF000341210,5/1/1971,0,,0.338
SF000341210,5/2/1971,0,,0.423
SF000341210,5/3/1971,0,,0.467
SF000341210,5/4/1971,0,,0.499
SF000341210,5/5/1971,0,,0.581
SF000341210,5/6/1971,0,,1.212
SF000341210,5/7/1971,0,,0.925
SF000341210,5/8/1971,0,,0.777
SF000341210,5/9/1971,0,,0.655
SF000341210,5/10/1971,0,,0.56
SF000341210,5/11/1971,0,,0.531
SF000341210,5/12/1971,0,,0.508
SF000341210,5/13/1971,0,,0.486
SF000341210,5/14/1971,0,,0.463
SF000341210,5/15/1971,0,,0.442
SF000341210,5/16/1971,0,,0.42
SF000341210,5/17/1971,0,,0.402
SF000341210,5/18/1971,0,,0.395
SF000341210,5/19/1971,0,,0.389
SF000341210,5/20/1971,0,,0.383
SF000341210,5/21/1971,0,,0.376
SF000341210,5/22/1971,0,,0.37
SF000341210,5/23/1971,0,,0.364
SF000341210,5/24/1971,0,,0.357
SF000341210,5/25/1971,0,,0.348
SF000341210,5/26/1971,0,,0.339
SF000341210,5/27/1971,0,,0.329
SF000341210,5/28/1971,0,,0.32
SF000341210,5/29/1971,0,,0.311
SF000341210,5/30/1971,0,,0.302
SF000341210,5/31/1971,0,,0.293
SF000341210,6/1/1971,0,,0.284
SF000341210,6/2/1971,0,,0.276
SF000341210,6/3/1971,0,,0.279
SF000341210,6/4/1971,0,,0.285
SF000341210,6/5/1971,0.01,,0.292
SF000341210,6/6/1971,0,,0.298
SF000341210,6/7/1971,0,,0.304
SF000341210,6/8/1971,0,,0.306
SF000341210,6/9/1971,0,,0.308
SF000341210,6/10/1971,0,,0.31
SF000341210,6/11/1971,0,,0.312
SF000341210,6/12/1971,0,,0.314
SF000341210,6/13/1971,0,,0.316
SF000341210,6/14/1971,0,,0.318
SF000341210,6/15/1971,0,,0.32
SF000341210,6/16/1971,0.08,,0.322
SF000341210,6/17/1971,0,,0.324
SF000341210,6/18/1971,0,,0.326
SF000341210,6/19/1971,0,,0.328
SF000341210,6/20/1971,0,,0.33
SF000341210,6/21/1971,0.18,,0.328
SF000341210,6/22/1971,0,,0.312
SF000341210,6/23/1971,0,,0.296
SF000341210,6/24/1971,0.02,,0.281
SF000341210,6/25/1971,0,,0.266
SF000341210,6/26/1971,0,,0.251
SF000341210,6/27/1971,0,,0.236
SF000341210,6/28/1971,0,,0.224
SF000341210,6/29/1971,0,,0.222
SF000341210,6/30/1971,0,,0.22
SF000341210,7/1/1971,0,,0.219
SF000341210,7/2/1971,0,,0.217
SF000341210,7/3/1971,0,,0.215
SF000341210,7/4/1971,0,,0.213
SF000341210,7/5/1971,0,,0.211
SF000341210,7/6/1971,0,,0.208
SF000341210,7/7/1971,0.15,,0.205
SF000341210,7/8/1971,0.08,,0.202
SF000341210,7/9/1971,0.85,,0.198
SF000341210,7/10/1971,0.12,,0.195
SF000341210,7/11/1971,0,,0.192
SF000341210,7/12/1971,0,,0.188
SF000341210,7/13/1971,0,,0.182
SF000341210,7/14/1971,0,,0.177
SF000341210,7/15/1971,0,,0.182
SF000341210,7/16/1971,0,,0.198
SF000341210,7/17/1971,0,,0.261
SF000341210,7/18/1971,0,,12.335
SF000341210,7/19/1971,0,,10.339
SF000341210,7/20/1971,0,,4.772
SF000341210,7/21/1971,0,,2.805
SF000341210,7/22/1971,0,,1.881
SF000341210,7/23/1971,0,,1.474
SF000341210,7/24/1971,0,,2.422
SF000341210,7/25/1971,0,,3.099
SF000341210,7/26/1971,0,,1.966
SF000341210,7/27/1971,0,,1.512
SF000341210,7/28/1971,0,,1.565
SF000341210,7/29/1971,0.93,,1.258
SF000341210,7/30/1971,0.24,,1.028
SF000341210,7/31/1971,0,,0.925
SF000341210,8/1/1971,0,,0.951
SF000341210,8/2/1971,0,,3.403
SF000341210,8/3/1971,0,,8.186
SF000341210,8/4/1971,0,,7.137
SF000341210,8/5/1971,0,,4.876
SF000341210,8/6/1971,0,,3.482
SF000341210,8/7/1971,0,,2.69
SF000341210,8/8/1971,0,,2.041
SF000341210,8/9/1971,0,,1.667
SF000341210,8/10/1971,0,,1.449
SF000341210,8/11/1971,0,,1.27
SF000341210,8/12/1971,0,,1.099
SF000341210,8/13/1971,0,,0.961
SF000341210,8/14/1971,0,,0.84
SF000341210,8/15/1971,0,,0.785
SF000341210,8/16/1971,0,,0.77
SF000341210,8/17/1971,0,,0.676
SF000341210,8/18/1971,0,,16.947
SF000341210,8/19/1971,0,,53.633
SF000341210,8/20/1971,1.16,,47.574
SF000341210,8/21/1971,4.15,,24.357
SF000341210,8/22/1971,1.02,,13.894
SF000341210,8/23/1971,0,,11.717
SF000341210,8/24/1971,0,,8.912
SF000341210,8/25/1971,0,,6.292
SF000341210,8/26/1971,0,,4.821
SF000341210,8/27/1971,0,,4.062
SF000341210,8/28/1971,0,,3.575
SF000341210,8/29/1971,0,,3.983
SF000341210,8/30/1971,0,,3.846
SF000341210,8/31/1971,0,,3.398
SF000341210,9/1/1971,0,,2.951
SF000341210,9/2/1971,0,,2.541
SF000341210,9/3/1971,0,,7.288
SF000341210,9/4/1971,0,,15.275
SF000341210,9/5/1971,0,,7.392
SF000341210,9/6/1971,0,,4.591
SF000341210,9/7/1971,0,,4.022
SF000341210,9/8/1971,0,,3.877
SF000341210,9/9/1971,0,,3.386
SF000341210,9/10/1971,0,,4.38
SF000341210,9/11/1971,0,,2.695
SF000341210,9/12/1971,0,,1.892
SF000341210,9/13/1971,0,,1.481
SF000341210,9/14/1971,0,,1.187
SF000341210,9/15/1971,0,,0.992
SF000341210,9/16/1971,0,,0.887
SF000341210,9/17/1971,0,,0.763
SF000341210,9/18/1971,0,,0.642
SF000341210,9/19/1971,0,,0.562
SF000341210,9/20/1971,0,,0.529
SF000341210,9/21/1971,0,,0.466
SF000341210,9/22/1971,0,,0.428
SF000341210,9/23/1971,0,,0.418
SF000341210,9/24/1971,0,,0.408
SF000341210,9/25/1971,0,,0.378
SF000341210,9/26/1971,0,,0.35
SF000341210,9/27/1971,0,,0.333
SF000341210,9/28/1971,0,,0.327
SF000341210,9/29/1971,0,,0.324
SF000341210,9/30/1971,0,,0.32
SF000341210,10/1/1971,0,,0.303
SF000341210,10/2/1971,0,,0.318
SF000341210,10/3/1971,0,,0.34
SF000341210,10/4/1971,0,,0.357
SF000341210,10/5/1971,0,,0.356
SF000341210,10/6/1971,0,,0.353
SF000341210,10/7/1971,0,,0.337
SF000341210,10/8/1971,0,,0.275
SF000341210,10/9/1971,0,,0.257
SF000341210,10/10/1971,0,,0.252
SF000341210,10/11/1971,0,,0.24
SF000341210,10/12/1971,0,,0.227
SF000341210,10/13/1971,0.21,,0.215
SF000341210,10/14/1971,0.2,,0.203
SF000341210,10/15/1971,0,,0.191
SF000341210,10/16/1971,0,,0.179
SF000341210,10/17/1971,0,,0.185
SF000341210,10/18/1971,0,,0.2
SF000341210,10/19/1971,0,,0.202
SF000341210,10/20/1971,0,,0.204
SF000341210,10/21/1971,0,,0.206
SF000341210,10/22/1971,0,,0.207
SF000341210,10/23/1971,0,,0.222
SF000341210,10/24/1971,0,,0.275
SF000341210,10/25/1971,0,,0.378
SF000341210,10/26/1971,0,,0.342
SF000341210,10/27/1971,0,,0.297
SF000341210,10/28/1971,0.12,,0.339
SF000341210,10/29/1971,0,,0.331
SF000341210,10/30/1971,0,,0.275
SF000341210,10/31/1971,0,,0.217
SF000341210,11/1/1971,0,,
SF000341210,11/2/1971,0,,
SF000341210,11/3/1971,0,,
SF000341210,11/4/1971,0,,
SF000341210,11/5/1971,0,,
SF000341210,11/6/1971,0.08,,
SF000341210,11/7/1971,0,,
SF000341210,11/8/1971,0,,
SF000341210,11/9/1971,0,,4.141
SF000341210,11/10/1971,0,,2.239
SF000341210,11/11/1971,0,,1.387
SF000341210,11/12/1971,0,,0.872
SF000341210,11/13/1971,0.17,,0.639
SF000341210,11/14/1971,0,,0.494
SF000341210,11/15/1971,0.03,,0.52
SF000341210,11/16/1971,0,,1.073
SF000341210,11/17/1971,0,,18.353
SF000341210,11/18/1971,0,,14.061
SF000341210,11/19/1971,0,,6.651
SF000341210,11/20/1971,0,,3.781
SF000341210,11/21/1971,0,,2.559
SF000341210,11/22/1971,0,,2.369
SF000341210,11/23/1971,0,,2.02
SF000341210,11/24/1971,0,,1.739
